date,name,point
2018-01-16,직쏘,7.55
2018-01-16,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.46
2018-01-16,스타워즈: 라스트 제다이,6.96
2018-01-16,다운사이징,6.11
2018-01-17,위대한 쇼맨,9.39
2018-01-17,원더,9.38
2018-01-17,다시 태어나도 우리,9.33
2018-01-17,1987,9.27
2018-01-17,러빙 빈센트,9.18
2018-01-17,하이큐!! 재능과 센스,9.18
2018-01-17,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-17,내 사랑,9.17
2018-01-17,코코,9.13
2018-01-17,히트,9.11
2018-01-17,이터널 선샤인,9.1
2018-01-17,러브레터,9.1
2018-01-17,번지 점프를 하다,9.01
2018-01-17,메이즈 러너: 데스 큐어,8.98
2018-01-17,페르디난드,8.91
2018-01-17,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-17,"안녕, 나의 소울메이트",8.85
2018-01-17,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-17,너의 이름은.,8.75
2018-01-17,그것만이 내 세상,8.72
2018-01-17,마미,8.68
2018-01-17,라라랜드,8.6
2018-01-17,그녀,8.5
2018-01-17,강철비,8.48
2018-01-17,윈드 리버,8.42
2018-01-17,패터슨,8.32
2018-01-17,오리엔트 특급 살인,8.11
2018-01-17,세 번째 살인,8.06
2018-01-17,쥬만지: 새로운 세계,8.05
2018-01-17,신과함께-죄와 벌,8.01
2018-01-17,수면의 과학,7.96
2018-01-17,너의 췌장을 먹고 싶어,7.96
2018-01-17,블레이드 러너 2049,7.96
2018-01-17,직쏘,7.5
2018-01-17,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.37
2018-01-17,스타워즈: 라스트 제다이,6.96
2018-01-17,다운사이징,6.03
2018-01-18,위대한 쇼맨,9.39
2018-01-18,원더,9.38
2018-01-18,다시 태어나도 우리,9.32
2018-01-18,1987,9.27
2018-01-18,하이큐!! 재능과 센스,9.18
2018-01-18,러빙 빈센트,9.18
2018-01-18,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-18,내 사랑,9.17
2018-01-18,코코,9.13
2018-01-18,히트,9.11
2018-01-18,이터널 선샤인,9.1
2018-01-18,러브레터,9.1
2018-01-18,번지 점프를 하다,9.01
2018-01-18,페르디난드,8.93
2018-01-18,메이즈 러너: 데스 큐어,8.85
2018-01-18,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-18,"안녕, 나의 소울메이트",8.82
2018-01-18,너의 이름은.,8.75
2018-01-18,그것만이 내 세상,8.72
2018-01-18,마미,8.68
2018-01-18,라라랜드,8.6
2018-01-18,그녀,8.5
2018-01-18,강철비,8.47
2018-01-18,윈드 리버,8.42
2018-01-18,패터슨,8.31
2018-01-18,세 번째 살인,8.07
2018-01-18,쥬만지: 새로운 세계,8.04
2018-01-18,신과함께-죄와 벌,8.01
2018-01-18,수면의 과학,7.96
2018-01-18,블레이드 러너 2049,7.95
2018-01-18,너의 췌장을 먹고 싶어,7.95
2018-01-18,직쏘,7.5
2018-01-18,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.34
2018-01-18,스타워즈: 라스트 제다이,6.96
2018-01-18,다운사이징,6.01
2018-01-19,위대한 쇼맨,9.39
2018-01-19,원더,9.38
2018-01-19,다시 태어나도 우리,9.32
2018-01-19,1987,9.27
2018-01-19,러빙 빈센트,9.18
2018-01-19,하이큐!! 재능과 센스,9.18
2018-01-19,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-19,내 사랑,9.17
2018-01-19,공범자들,9.15
2018-01-19,코코,9.13
2018-01-19,히트,9.11
2018-01-19,이터널 선샤인,9.1
2018-01-19,러브레터,9.1
2018-01-19,번지 점프를 하다,9.01
2018-01-19,페르디난드,8.93
2018-01-19,극장판 포켓몬스터 너로 정했다!,8.84
2018-01-19,"안녕, 나의 소울메이트",8.82
2018-01-19,그것만이 내 세상,8.82
2018-01-19,너의 이름은.,8.75
2018-01-19,메이즈 러너: 데스 큐어,8.73
2018-01-19,마미,8.68
2018-01-19,라라랜드,8.6
2018-01-19,그녀,8.5
2018-01-19,강철비,8.46
2018-01-19,윈드 리버,8.42
2018-01-19,패터슨,8.3
2018-01-19,세 번째 살인,8.08
2018-01-19,쥬만지: 새로운 세계,8.04
2018-01-19,신과함께-죄와 벌,8.01
2018-01-19,수면의 과학,7.96
2018-01-19,블레이드 러너 2049,7.96
2018-01-19,너의 췌장을 먹고 싶어,7.95
2018-01-19,튤립 피버,7.52
2018-01-19,직쏘,7.5
2018-01-19,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.3
2018-01-19,스타워즈: 라스트 제다이,6.96
2018-01-19,다운사이징,5.99
2018-01-19,주문은 토끼입니까?? ~디어 마이 시스터~,4.21
2018-01-20,위대한 쇼맨,9.39
2018-01-20,원더,9.39
2018-01-20,다시 태어나도 우리,9.32
2018-01-20,1987,9.27
2018-01-20,러빙 빈센트,9.18
2018-01-20,하이큐!! 재능과 센스,9.18
2018-01-20,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-20,내 사랑,9.17
2018-01-20,공범자들,9.15
2018-01-20,코코,9.13
2018-01-20,히트,9.11
2018-01-20,이터널 선샤인,9.1
2018-01-20,러브레터,9.1
2018-01-20,번지 점프를 하다,9.01
2018-01-20,페르디난드,8.92
2018-01-20,그것만이 내 세상,8.92
2018-01-20,극장판 포켓몬스터 너로 정했다!,8.85
2018-01-20,"안녕, 나의 소울메이트",8.82
2018-01-20,너의 이름은.,8.75
2018-01-20,맨체스터 바이 더 씨,8.71
2018-01-20,마미,8.68
2018-01-20,메이즈 러너: 데스 큐어,8.64
2018-01-20,라라랜드,8.6
2018-01-20,문영,8.53
2018-01-20,그녀,8.5
2018-01-20,강철비,8.45
2018-01-20,윈드 리버,8.42
2018-01-20,패터슨,8.32
2018-01-20,세 번째 살인,8.07
2018-01-20,쥬만지: 새로운 세계,8.05
2018-01-20,신과함께-죄와 벌,8.01
2018-01-20,블레이드 러너 2049,7.96
2018-01-20,수면의 과학,7.96
2018-01-20,너의 췌장을 먹고 싶어,7.95
2018-01-20,튤립 피버,7.51
2018-01-20,직쏘,7.49
2018-01-20,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.28
2018-01-20,스타워즈: 라스트 제다이,6.96
2018-01-20,다운사이징,5.98
2018-01-20,주문은 토끼입니까?? ~디어 마이 시스터~,4.1
2018-01-21,원더,9.4
2018-01-21,위대한 쇼맨,9.39
2018-01-21,다시 태어나도 우리,9.32
2018-01-21,1987,9.28
2018-01-21,러빙 빈센트,9.19
2018-01-21,하이큐!! 재능과 센스,9.18
2018-01-21,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-21,내 사랑,9.17
2018-01-21,코코,9.15
2018-01-21,히트,9.11
2018-01-21,이터널 선샤인,9.1
2018-01-21,러브레터,9.1
2018-01-21,번지 점프를 하다,9.01
2018-01-21,그것만이 내 세상,9.0
2018-01-21,페르디난드,8.92
2018-01-21,극장판 포켓몬스터 너로 정했다!,8.85
2018-01-21,"안녕, 나의 소울메이트",8.83
2018-01-21,너의 이름은.,8.75
2018-01-21,맨체스터 바이 더 씨,8.71
2018-01-21,마미,8.68
2018-01-21,라라랜드,8.6
2018-01-21,문영,8.54
2018-01-21,그녀,8.5
2018-01-21,메이즈 러너: 데스 큐어,8.47
2018-01-21,강철비,8.44
2018-01-21,윈드 리버,8.42
2018-01-21,패터슨,8.32
2018-01-21,메이즈 러너,8.27
2018-01-21,세 번째 살인,8.07
2018-01-21,쥬만지: 새로운 세계,8.06
2018-01-21,신과함께-죄와 벌,8.01
2018-01-21,너의 췌장을 먹고 싶어,7.96
2018-01-21,블레이드 러너 2049,7.96
2018-01-21,수면의 과학,7.95
2018-01-21,튤립 피버,7.49
2018-01-21,직쏘,7.44
2018-01-21,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.25
2018-01-21,스타워즈: 라스트 제다이,6.96
2018-01-21,다운사이징,5.95
2018-01-21,주문은 토끼입니까?? ~디어 마이 시스터~,4.21
2018-01-22,원더,9.4
2018-01-22,위대한 쇼맨,9.39
2018-01-22,다시 태어나도 우리,9.32
2018-01-22,1987,9.28
2018-01-22,러빙 빈센트,9.19
2018-01-22,하이큐!! 재능과 센스,9.18
2018-01-22,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-22,내 사랑,9.17
2018-01-22,코코,9.16
2018-01-22,히트,9.11
2018-01-22,이터널 선샤인,9.1
2018-01-22,그것만이 내 세상,9.0
2018-01-22,페르디난드,8.91
2018-01-22,극장판 포켓몬스터 너로 정했다!,8.85
2018-01-22,"안녕, 나의 소울메이트",8.84
2018-01-22,너의 이름은.,8.75
2018-01-22,마미,8.68
2018-01-22,라라랜드,8.6
2018-01-22,문영,8.54
2018-01-22,그녀,8.5
2018-01-22,강철비,8.43
2018-01-22,윈드 리버,8.42
2018-01-22,메이즈 러너: 데스 큐어,8.38
2018-01-22,패터슨,8.32
2018-01-22,세 번째 살인,8.07
2018-01-22,쥬만지: 새로운 세계,8.05
2018-01-22,신과함께-죄와 벌,8.01
2018-01-22,너의 췌장을 먹고 싶어,7.96
2018-01-22,블레이드 러너 2049,7.96
2018-01-22,수면의 과학,7.95
2018-01-22,튤립 피버,7.49
2018-01-22,직쏘,7.44
2018-01-22,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.25
2018-01-22,스타워즈: 라스트 제다이,6.96
2018-01-22,다운사이징,5.94
2018-01-22,주문은 토끼입니까?? ~디어 마이 시스터~,4.22
2018-01-23,원더,9.4
2018-01-23,위대한 쇼맨,9.39
2018-01-23,1987,9.28
2018-01-23,러빙 빈센트,9.19
2018-01-23,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-23,내 사랑,9.17
2018-01-23,코코,9.16
2018-01-23,히트,9.11
2018-01-23,이터널 선샤인,9.1
2018-01-23,그것만이 내 세상,9.0
2018-01-23,페르디난드,8.91
2018-01-23,극장판 포켓몬스터 너로 정했다!,8.85
2018-01-23,"안녕, 나의 소울메이트",8.84
2018-01-23,너의 이름은.,8.75
2018-01-23,마미,8.68
2018-01-23,라라랜드,8.6
2018-01-23,문영,8.54
2018-01-23,그녀,8.5
2018-01-23,강철비,8.43
2018-01-23,윈드 리버,8.42
2018-01-23,메이즈 러너: 데스 큐어,8.34
2018-01-23,패터슨,8.32
2018-01-23,세 번째 살인,8.08
2018-01-23,쥬만지: 새로운 세계,8.05
2018-01-23,신과함께-죄와 벌,8.01
2018-01-23,너의 췌장을 먹고 싶어,7.96
2018-01-23,블레이드 러너 2049,7.96
2018-01-23,수면의 과학,7.96
2018-01-23,튤립 피버,7.5
2018-01-23,직쏘,7.43
2018-01-23,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.24
2018-01-23,스타워즈: 라스트 제다이,6.96
2018-01-23,다운사이징,5.92
2018-01-23,주문은 토끼입니까?? ~디어 마이 시스터~,4.27
2018-01-24,원더,9.41
2018-01-24,위대한 쇼맨,9.39
2018-01-24,아이 캔 스피크,9.34
2018-01-24,1987,9.28
2018-01-24,러빙 빈센트,9.19
2018-01-24,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-24,내 사랑,9.17
2018-01-24,코코,9.16
2018-01-24,히트,9.11
2018-01-24,이터널 선샤인,9.1
2018-01-24,번지 점프를 하다,9.01
2018-01-24,그것만이 내 세상,8.99
2018-01-24,페르디난드,8.91
2018-01-24,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-24,극장판 포켓몬스터 너로 정했다!,8.86
2018-01-24,"안녕, 나의 소울메이트",8.84
2018-01-24,너의 이름은.,8.75
2018-01-24,마미,8.68
2018-01-24,라라랜드,8.6
2018-01-24,문영,8.54
2018-01-24,강철비,8.42
2018-01-24,지옥의 묵시록,8.42
2018-01-24,패터슨,8.32
2018-01-24,메이즈 러너: 데스 큐어,8.31
2018-01-24,세 번째 살인,8.07
2018-01-24,쥬만지: 새로운 세계,8.04
2018-01-24,신과함께-죄와 벌,8.01
2018-01-24,너의 췌장을 먹고 싶어,7.97
2018-01-24,블레이드 러너 2049,7.96
2018-01-24,수면의 과학,7.95
2018-01-24,튤립 피버,7.51
2018-01-24,직쏘,7.43
2018-01-24,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.24
2018-01-24,스타워즈: 라스트 제다이,6.96
2018-01-24,노 게임 노 라이프 -제로-,6.83
2018-01-24,다운사이징,5.91
2018-01-24,주문은 토끼입니까?? ~디어 마이 시스터~,4.31
2018-01-25,원더,9.4
2018-01-25,위대한 쇼맨,9.39
2018-01-25,아이 캔 스피크,9.34
2018-01-25,1987,9.28
2018-01-25,킹 오브 프리즘 한국어판,9.21
2018-01-25,러빙 빈센트,9.19
2018-01-25,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-25,내 사랑,9.17
2018-01-25,코코,9.16
2018-01-25,히트,9.11
2018-01-25,이터널 선샤인,9.1
2018-01-25,러브레터,9.09
2018-01-25,1급기밀,9.06
2018-01-25,번지 점프를 하다,9.01
2018-01-25,그것만이 내 세상,8.96
2018-01-25,페르디난드,8.91
2018-01-25,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-25,극장판 포켓몬스터 너로 정했다!,8.86
2018-01-25,"안녕, 나의 소울메이트",8.84
2018-01-25,너의 이름은.,8.75
2018-01-25,맨체스터 바이 더 씨,8.71
2018-01-25,마미,8.68
2018-01-25,라라랜드,8.6
2018-01-25,문영,8.54
2018-01-25,지옥의 묵시록,8.42
2018-01-25,강철비,8.42
2018-01-25,패터슨,8.32
2018-01-25,메이즈 러너: 데스 큐어,8.28
2018-01-25,세 번째 살인,8.08
2018-01-25,쥬만지: 새로운 세계,8.04
2018-01-25,신과함께-죄와 벌,8.01
2018-01-25,너의 췌장을 먹고 싶어,7.97
2018-01-25,수면의 과학,7.95
2018-01-25,직쏘,7.45
2018-01-25,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.2
2018-01-25,스타워즈: 라스트 제다이,6.96
2018-01-25,다운사이징,5.89
2018-01-25,주문은 토끼입니까?? ~디어 마이 시스터~,4.35
2018-01-26,원더,9.4
2018-01-26,위대한 쇼맨,9.39
2018-01-26,아이 캔 스피크,9.34
2018-01-26,1987,9.28
2018-01-26,마지막 황제,9.22
2018-01-26,킹 오브 프리즘 한국어판,9.22
2018-01-26,러빙 빈센트,9.19
2018-01-26,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-26,내 사랑,9.17
2018-01-26,코코,9.16
2018-01-26,이터널 선샤인,9.1
2018-01-26,러브레터,9.1
2018-01-26,번지 점프를 하다,9.01
2018-01-26,1급기밀,8.97
2018-01-26,그것만이 내 세상,8.95
2018-01-26,페르디난드,8.91
2018-01-26,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-26,극장판 포켓몬스터 너로 정했다!,8.86
2018-01-26,"안녕, 나의 소울메이트",8.84
2018-01-26,너의 이름은.,8.75
2018-01-26,맨체스터 바이 더 씨,8.71
2018-01-26,마미,8.68
2018-01-26,커뮤터,8.65
2018-01-26,라라랜드,8.6
2018-01-26,문영,8.54
2018-01-26,지옥의 묵시록,8.42
2018-01-26,강철비,8.42
2018-01-26,패터슨,8.33
2018-01-26,메이즈 러너: 데스 큐어,8.26
2018-01-26,세 번째 살인,8.08
2018-01-26,쥬만지: 새로운 세계,8.04
2018-01-26,신과함께-죄와 벌,8.01
2018-01-26,너의 췌장을 먹고 싶어,7.97
2018-01-26,수면의 과학,7.95
2018-01-26,직쏘,7.45
2018-01-26,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.2
2018-01-26,스타워즈: 라스트 제다이,6.96
2018-01-26,다운사이징,5.87
2018-01-26,주문은 토끼입니까?? ~디어 마이 시스터~,4.34
2018-01-27,원더,9.41
2018-01-27,위대한 쇼맨,9.39
2018-01-27,아이 캔 스피크,9.34
2018-01-27,1987,9.28
2018-01-27,마지막 황제,9.22
2018-01-27,킹 오브 프리즘 한국어판,9.22
2018-01-27,러빙 빈센트,9.19
2018-01-27,뽀로로 극장판 공룡섬 대모험,9.17
2018-01-27,내 사랑,9.17
2018-01-27,코코,9.17
2018-01-27,이터널 선샤인,9.1
2018-01-27,러브레터,9.1
2018-01-27,번지 점프를 하다,9.01
2018-01-27,그것만이 내 세상,8.97
2018-01-27,1급기밀,8.96
2018-01-27,페르디난드,8.91
2018-01-27,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-27,극장판 포켓몬스터 너로 정했다!,8.86
2018-01-27,"안녕, 나의 소울메이트",8.84
2018-01-27,너의 이름은.,8.75
2018-01-27,맨체스터 바이 더 씨,8.71
2018-01-27,마미,8.68
2018-01-27,커뮤터,8.62
2018-01-27,라라랜드,8.6
2018-01-27,문영,8.55
2018-01-27,지옥의 묵시록,8.42
2018-01-27,강철비,8.41
2018-01-27,패터슨,8.33
2018-01-27,메이즈 러너: 데스 큐어,8.23
2018-01-27,메소드,8.13
2018-01-27,세 번째 살인,8.07
2018-01-27,쥬만지: 새로운 세계,8.04
2018-01-27,신과함께-죄와 벌,8.01
2018-01-27,너의 췌장을 먹고 싶어,7.98
2018-01-27,수면의 과학,7.96
2018-01-27,직쏘,7.44
2018-01-27,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.2
2018-01-27,스타워즈: 라스트 제다이,6.95
2018-01-27,다운사이징,5.84
2018-01-27,주문은 토끼입니까?? ~디어 마이 시스터~,4.37
2018-01-28,원더,9.41
2018-01-28,위대한 쇼맨,9.39
2018-01-28,아이 캔 스피크,9.34
2018-01-28,1987,9.28
2018-01-28,비밥바룰라,9.24
2018-01-28,마지막 황제,9.22
2018-01-28,킹 오브 프리즘 한국어판,9.22
2018-01-28,러빙 빈센트,9.19
2018-01-28,뽀로로 극장판 공룡섬 대모험,9.18
2018-01-28,코코,9.17
2018-01-28,내 사랑,9.17
2018-01-28,이터널 선샤인,9.1
2018-01-28,러브레터,9.1
2018-01-28,번지 점프를 하다,9.01
2018-01-28,1급기밀,9.01
2018-01-28,그것만이 내 세상,8.98
2018-01-28,페르디난드,8.92
2018-01-28,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-28,극장판 포켓몬스터 너로 정했다!,8.86
2018-01-28,"안녕, 나의 소울메이트",8.84
2018-01-28,너의 이름은.,8.75
2018-01-28,맨체스터 바이 더 씨,8.71
2018-01-28,마미,8.68
2018-01-28,라라랜드,8.6
2018-01-28,커뮤터,8.55
2018-01-28,문영,8.55
2018-01-28,지옥의 묵시록,8.42
2018-01-28,강철비,8.41
2018-01-28,패터슨,8.33
2018-01-28,메이즈 러너: 데스 큐어,8.18
2018-01-28,세 번째 살인,8.07
2018-01-28,쥬만지: 새로운 세계,8.04
2018-01-28,신과함께-죄와 벌,8.01
2018-01-28,너의 췌장을 먹고 싶어,7.98
2018-01-28,수면의 과학,7.96
2018-01-28,직쏘,7.42
2018-01-28,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.21
2018-01-28,스타워즈: 라스트 제다이,6.96
2018-01-28,다운사이징,5.73
2018-01-28,주문은 토끼입니까?? ~디어 마이 시스터~,4.36
2018-01-29,원더,9.4
2018-01-29,위대한 쇼맨,9.39
2018-01-29,동주,9.35
2018-01-29,아이 캔 스피크,9.34
2018-01-29,비밥바룰라,9.32
2018-01-29,1987,9.28
2018-01-29,킹 오브 프리즘 한국어판,9.22
2018-01-29,마지막 황제,9.22
2018-01-29,러빙 빈센트,9.19
2018-01-29,뽀로로 극장판 공룡섬 대모험,9.18
2018-01-29,코코,9.17
2018-01-29,내 사랑,9.17
2018-01-29,이터널 선샤인,9.1
2018-01-29,러브레터,9.1
2018-01-29,번지 점프를 하다,9.01
2018-01-29,그것만이 내 세상,8.99
2018-01-29,1급기밀,8.97
2018-01-29,페르디난드,8.92
2018-01-29,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-29,극장판 포켓몬스터 너로 정했다!,8.86
2018-01-29,"안녕, 나의 소울메이트",8.84
2018-01-29,너의 이름은.,8.75
2018-01-29,마미,8.68
2018-01-29,라라랜드,8.6
2018-01-29,문영,8.55
2018-01-29,커뮤터,8.52
2018-01-29,몬스터 패밀리,8.43
2018-01-29,지옥의 묵시록,8.42
2018-01-29,강철비,8.4
2018-01-29,마야,8.33
2018-01-29,패터슨,8.32
2018-01-29,메이즈 러너: 데스 큐어,8.16
2018-01-29,세 번째 살인,8.07
2018-01-29,쥬만지: 새로운 세계,8.04
2018-01-29,신과함께-죄와 벌,8.01
2018-01-29,너의 췌장을 먹고 싶어,7.98
2018-01-29,수면의 과학,7.96
2018-01-29,직쏘,7.43
2018-01-29,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.2
2018-01-29,스타워즈: 라스트 제다이,6.95
2018-01-29,다운사이징,5.7
2018-01-29,주문은 토끼입니까?? ~디어 마이 시스터~,4.36
2018-01-30,원더,9.4
2018-01-30,위대한 쇼맨,9.39
2018-01-30,동주,9.35
2018-01-30,아이 캔 스피크,9.34
2018-01-30,비밥바룰라,9.32
2018-01-30,1987,9.28
2018-01-30,마지막 황제,9.22
2018-01-30,킹 오브 프리즘 한국어판,9.21
2018-01-30,러빙 빈센트,9.19
2018-01-30,코코,9.18
2018-01-30,뽀로로 극장판 공룡섬 대모험,9.18
2018-01-30,내 사랑,9.17
2018-01-30,이터널 선샤인,9.1
2018-01-30,번지 점프를 하다,9.01
2018-01-30,그것만이 내 세상,8.97
2018-01-30,1급기밀,8.92
2018-01-30,페르디난드,8.92
2018-01-30,벤자민 버튼의 시간은 거꾸로 간다,8.87
2018-01-30,극장판 포켓몬스터 너로 정했다!,8.86
2018-01-30,"안녕, 나의 소울메이트",8.84
2018-01-30,너의 이름은.,8.75
2018-01-30,마미,8.68
2018-01-30,라라랜드,8.6
2018-01-30,문영,8.55
2018-01-30,커뮤터,8.54
2018-01-30,지옥의 묵시록,8.42
2018-01-30,몬스터 패밀리,8.4
2018-01-30,강철비,8.4
2018-01-30,패터슨,8.31
2018-01-30,메이즈 러너: 데스 큐어,8.15
2018-01-30,세 번째 살인,8.07
2018-01-30,쥬만지: 새로운 세계,8.04
2018-01-30,신과함께-죄와 벌,8.01
2018-01-30,너의 췌장을 먹고 싶어,7.98
2018-01-30,수면의 과학,7.95
2018-01-30,직쏘,7.43
2018-01-30,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",7.2
2018-01-30,스타워즈: 라스트 제다이,6.95
2018-01-30,다운사이징,5.68
2018-01-30,주문은 토끼입니까?? ~디어 마이 시스터~,4.39
2018-01-31,원더,9.41
2018-01-31,위대한 쇼맨,9.39
2018-01-31,동주,9.35
2018-01-31,아이 캔 스피크,9.35
2018-01-31,비밥바룰라,9.31
2018-01-31,1987,9.28
2018-01-31,마지막 황제,9.22
2018-01-31,킹 오브 프리즘 한국어판,9.22
2018-01-31,러빙 빈센트,9.19
2018-01-31,코코,9.18
2018-01-31,뽀로로 극장판 공룡섬 대모험,9.18
2018-01-31,내 사랑,9.17
2018-01-31,번지 점프를 하다,9.01
2018-01-31,그것만이 내 세상,8.97
2018-01-31,페르디난드,8.92
2018-01-31,1급기밀,8.9
2018-01-31,극장판 포켓몬스터 너로 정했다!,8.86
2018-01-31,너의 이름은.,8.75
2018-01-31,라라랜드,8.6
2018-01-31,커뮤터,8.49
2018-01-31,지옥의 묵시록,8.42
2018-01-31,강철비,8.4
2018-01-31,몬스터 패밀리,8.39
2018-01-31,패터슨,8.32
2018-01-31,메이즈 러너: 데스 큐어,8.14
2018-01-31,세 번째 살인,8.08
2018-01-31,쥬만지: 새로운 세계,8.03
2018-01-31,신과함께-죄와 벌,8.01
2018-01-31,너의 췌장을 먹고 싶어,7.98
2018-01-31,수면의 과학,7.95
2018-01-31,인시디어스4: 라스트 키,7.92
2018-01-31,직쏘,7.42
2018-01-31,염력,6.34
2018-01-31,다운사이징,5.65
2018-01-31,주문은 토끼입니까?? ~디어 마이 시스터~,4.41
2018-02-01,원더,9.41
2018-02-01,위대한 쇼맨,9.39
2018-02-01,동주,9.35
2018-02-01,아이 캔 스피크,9.35
2018-02-01,비밥바룰라,9.31
2018-02-01,1987,9.28
2018-02-01,타이타닉,9.27
2018-02-01,마지막 황제,9.22
2018-02-01,킹 오브 프리즘 한국어판,9.22
2018-02-01,러빙 빈센트,9.19
2018-02-01,뽀로로 극장판 공룡섬 대모험,9.18
2018-02-01,내 사랑,9.17
2018-02-01,코코,9.17
2018-02-01,다키스트 아워,9.16
2018-02-01,번지 점프를 하다,9.01
2018-02-01,그것만이 내 세상,8.97
2018-02-01,페르디난드,8.92
2018-02-01,1급기밀,8.9
2018-02-01,극장판 포켓몬스터 너로 정했다!,8.86
2018-02-01,너의 이름은.,8.75
2018-02-01,라라랜드,8.6
2018-02-01,커뮤터,8.47
2018-02-01,지옥의 묵시록,8.42
2018-02-01,강철비,8.4
2018-02-01,패터슨,8.32
2018-02-01,메이즈 러너: 데스 큐어,8.13
2018-02-01,진주 귀걸이를 한 소녀,8.09
2018-02-01,세 번째 살인,8.08
2018-02-01,쥬만지: 새로운 세계,8.04
2018-02-01,신과함께-죄와 벌,8.01
2018-02-01,너의 췌장을 먹고 싶어,7.98
2018-02-01,수면의 과학,7.95
2018-02-01,인시디어스4: 라스트 키,7.67
2018-02-01,직쏘,7.41
2018-02-01,염력,5.75
2018-02-01,돌아와요 부산항애(愛),5.63
2018-02-01,주문은 토끼입니까?? ~디어 마이 시스터~,4.43
2018-02-02,원더,9.4
2018-02-02,위대한 쇼맨,9.39
2018-02-02,동주,9.35
2018-02-02,아이 캔 스피크,9.35
2018-02-02,비밥바룰라,9.31
2018-02-02,1987,9.28
2018-02-02,타이타닉,9.27
2018-02-02,마지막 황제,9.22
2018-02-02,킹 오브 프리즘 한국어판,9.22
2018-02-02,러빙 빈센트,9.19
2018-02-02,뽀로로 극장판 공룡섬 대모험,9.17
2018-02-02,내 사랑,9.17
2018-02-02,코코,9.17
2018-02-02,다키스트 아워,9.17
2018-02-02,번지 점프를 하다,9.01
2018-02-02,그것만이 내 세상,8.97
2018-02-02,페르디난드,8.92
2018-02-02,1급기밀,8.89
2018-02-02,극장판 포켓몬스터 너로 정했다!,8.86
2018-02-02,너의 이름은.,8.75
2018-02-02,라라랜드,8.6
2018-02-02,커뮤터,8.48
2018-02-02,지옥의 묵시록,8.42
2018-02-02,강철비,8.4
2018-02-02,킬러의 보디가드,8.39
2018-02-02,패터슨,8.32
2018-02-02,메이즈 러너: 데스 큐어,8.12
2018-02-02,진주 귀걸이를 한 소녀,8.09
2018-02-02,세 번째 살인,8.07
2018-02-02,쥬만지: 새로운 세계,8.04
2018-02-02,신과함께-죄와 벌,8.01
2018-02-02,너의 췌장을 먹고 싶어,7.99
2018-02-02,수면의 과학,7.95
2018-02-02,인시디어스4: 라스트 키,7.51
2018-02-02,직쏘,7.39
2018-02-02,돌아와요 부산항애(愛),5.56
2018-02-02,염력,5.56
2018-02-02,주문은 토끼입니까?? ~디어 마이 시스터~,4.43
2018-02-03,원더,9.4
2018-02-03,위대한 쇼맨,9.39
2018-02-03,동주,9.35
2018-02-03,아이 캔 스피크,9.35
2018-02-03,비밥바룰라,9.31
2018-02-03,1987,9.28
2018-02-03,타이타닉,9.27
2018-02-03,마지막 황제,9.22
2018-02-03,킹 오브 프리즘 한국어판,9.22
2018-02-03,다키스트 아워,9.2
2018-02-03,러빙 빈센트,9.19
2018-02-03,뽀로로 극장판 공룡섬 대모험,9.17
2018-02-03,코코,9.17
2018-02-03,내 사랑,9.17
2018-02-03,번지 점프를 하다,9.01
2018-02-03,그것만이 내 세상,8.98
2018-02-03,12 솔져스,8.92
